PeakID (cmd=annotatePeaks.pl repr_peaks_filtered.bed GRCh38.primary_assembly.genome.fa -gtf gencode.v45.primary_assembly.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
rep1_peak_1651	chr10	49883923	49884281	+	312	NA	intron (ENST00000616448.2, intron 8 of 17)	protein_coding-intron (ENST00000402038.7, intron 9 of 18)	-16668	ENST00000497481.1	ENSG00000227345	ENST00000610922			PARG			protein_coding
rep1_peak_8924	chr3	194134389	194135174	+	312	NA	promoter-TSS (ENST00000691464.1)	lncRNA-promoter-TSS (ENST00000691464.1)	-438	ENST00000691464.1	ENSG00000289385	ENST00000691464			ENSG00000289385			lncRNA
rep1_peak_8822	chr3	157174812	157175213	+	311	NA	promoter-TSS (ENST00000410743.1)	rRNA_pseudogene-promoter-TSS (ENST00000410743.1)	-187	ENST00000668714.2	ENSG00000243176	ENST00000488040			ENSG00000243176			lncRNA
rep1_peak_2466	chr11	118910407	118910683	+	308	NA	promoter-TSS (ENST00000581627.1)	miRNA-promoter-TSS (ENST00000581627.1)	-163	ENST00000581627.1	ENSG00000264211	ENST00000581627			MIR4492			miRNA
rep1_peak_142	KI270733.1	131455	132309	+	307	NA	Intergenic	Intergenic	3005	ENST00000616292.1	ENSG00000276700	ENST00000616292			RNA5-8SN4			rRNA
rep1_peak_11991	chr8	127800768	127801087	+	307	NA	intron (ENST00000665372.1, intron 2 of 3)	lncRNA-intron (ENST00000504719.7, intron 1 of 3)	4894	ENST00000523068.2	ENSG00000249859	ENST00000656491			PVT1			lncRNA
rep1_peak_3578	chr14	92040001	92040380	+	306	NA	promoter-TSS (ENST00000267622.8)	protein_coding-promoter-TSS (ENST00000267622.8)	-131	ENST00000267622.8	ENSG00000100815	ENST00000555105			TRIP11			protein_coding
rep1_peak_427	chr1	24203461	24203765	+	304	NA	intron (ENST00000439059.2, intron 2 of 2)	lncRNA-intron (ENST00000439059.2, intron 2 of 2)	3373	ENST00000439059.2	ENSG00000230023	ENST00000439059			LINC02800			lncRNA
rep1_peak_304	chr1	3708892	3709253	+	304	NA	TTS (ENST00000604194.1)	protein_coding-TTS (ENST00000604194.1)	5226	ENST00000416554.1	ENSG00000235131	ENST00000416554			TP73-AS2			lncRNA
rep1_peak_5527	chr18	499378	499925	+	304	NA	intron (ENST00000582147.1, intron 1 of 8)	protein_coding-intron (ENST00000400256.5, intron 1 of 9)	1050	ENST00000400256.5	ENSG00000158270	ENST00000580242			COLEC12			protein_coding
rep1_peak_4953	chr17	10119788	10120170	+	304	NA	intron (ENST00000432992.7, intron 1 of 13)	protein_coding-intron (ENST00000432992.7, intron 1 of 13)	-5426	ENST00000323816.8	ENSG00000007237	ENST00000432992			GAS7			protein_coding
rep1_peak_11346	chr7	101729375	101729818	+	301	NA	Intergenic	Intergenic	-86308	ENST00000437600.9	ENSG00000257923	ENST00000487284			CUX1			protein_coding
rep1_peak_1180	chr1	186375426	186375852	+	299	NA	promoter-TSS (ENST00000287859.11)	protein_coding-promoter-TSS (ENST00000287859.11)	54	ENST00000451586.1	ENSG00000047410	ENST00000481347			TPR			protein_coding
rep1_peak_4779	chr16	85458950	85459291	+	296	NA	intron (ENST00000637419.1, intron 2 of 2)	protein_coding-intron (ENST00000637419.1, intron 2 of 2)	-30693	ENST00000620845.1	ENSG00000278716	ENST00000620845			ENSG00000278716			lncRNA
rep1_peak_8932	chr3	195030846	195031175	+	295	NA	Intergenic	Intergenic	56362	ENST00000460582.1	ENSG00000173950	ENST00000494175			XXYLT1			protein_coding
rep1_peak_7575	chr20	50790708	50791024	+	293	NA	Intergenic	Intergenic	-4028	ENST00000358791.9	ENSG00000124243	ENST00000609336			BCAS4			protein_coding
rep1_peak_4473	chr16	29381950	29382993	+	293	NA	exon (ENST00000524087.5, exon 8 of 8)	protein_coding-exon (ENST00000524087.5, exon 8 of 8)	2229	ENST00000622398.1	ENSG00000278078	ENST00000622398			ENSG00000278078			unprocessed_pseudogene
rep1_peak_59	GL000220.1	158544	159432	+	293	NA	Intergenic	Intergenic	2991	ENST00000619779.1	ENSG00000273730	ENST00000619779			5_8S_rRNA			rRNA
rep1_peak_11877	chr8	89984155	89984789	+	292	NA	promoter-TSS (ENST00000409330.5)	protein_coding-promoter-TSS (ENST00000409330.5)	-68	ENST00000409330.5	ENSG00000104320	ENST00000697299			NBN			protein_coding
rep1_peak_3609	chr14	96095835	96096175	+	291	NA	Intergenic	Intergenic	56621	ENST00000553782.1	ENSG00000227051	ENST00000553782			C14orf132			protein_coding
rep1_peak_36	GL000220.1	130176	130927	+	288	NA	Intergenic	Intergenic	18526	ENST00000611446.1	ENSG00000274917	ENST00000611446			RNA5-8SN5			rRNA
rep1_peak_3641	chr14	102592032	102592504	+	285	NA	promoter-TSS (ENST00000262241.7)	protein_coding-promoter-TSS (ENST00000262241.7)	-381	ENST00000262241.7	ENSG00000089902	ENST00000558495			RCOR1			protein_coding
rep1_peak_5418	chr17	76252020	76252415	+	285	NA	Intergenic	Intergenic	-11724	ENST00000269391.11	ENSG00000141576	ENST00000269391			RNF157			protein_coding
rep1_peak_6155	chr19	41310212	41310571	+	285	NA	promoter-TSS (ENST00000596882.1)	protein_coding-promoter-TSS (ENST00000596882.1)	21	ENST00000651374.1	ENSG00000286177	ENST00000651374			ENSG00000286177			lncRNA
rep1_peak_628	chr1	77683420	77683681	+	284	NA	promoter-TSS (ENST00000370798.5)	protein_coding-promoter-TSS (ENST00000370798.5)	-131	ENST00000370798.5	ENSG00000036549	ENST00000370798			ZZZ3			protein_coding
rep1_peak_7946	chr21	41783461	41783829	+	283	NA	Intergenic	Intergenic	16469	ENST00000701256.1	ENSG00000289513	ENST00000701256			ENSG00000289513			lncRNA
rep1_peak_2896	chr12	106178641	106178947	+	282	NA	Intergenic	Intergenic	8790	ENST00000548943.1	ENSG00000257611	ENST00000548943			ENSG00000257611			processed_pseudogene
rep1_peak_2569	chr12	12266975	12267359	+	280	NA	promoter-TSS (ENST00000261349.9)	protein_coding-promoter-TSS (ENST00000261349.9)	-123	ENST00000261349.9	ENSG00000070018	ENST00000535731			LRP6			protein_coding
rep1_peak_10064	chr5	178081539	178081969	+	279	NA	intron (ENST00000651413.2, intron 14 of 14)	lncRNA-intron (ENST00000651413.2, intron 14 of 14)	16393	ENST00000651483.1	ENSG00000204677	ENST00000667131			FAM153CP			lncRNA
rep1_peak_27	GL000220.1	116944	118081	+	276	NA	Intergenic	Intergenic	5487	ENST00000611446.1	ENSG00000274917	ENST00000611446			RNA5-8SN5			rRNA
rep1_peak_6412	chr2	10487197	10487479	+	276	NA	Intergenic	Intergenic	33540	ENST00000670859.1	ENSG00000257135	ENST00000667698			ODC1-DT			lncRNA
rep1_peak_11889	chr8	93955697	93955923	+	275	NA	Intergenic	Intergenic	1881	ENST00000466433.1	ENSG00000240509	ENST00000466433			RPL34P18			processed_pseudogene
rep1_peak_2215	chr11	64094488	64094802	+	275	NA	intron (ENST00000538550.1, intron 1 of 1)	protein_coding-intron (ENST00000255681.7, intron 3 of 10)	-8543	ENST00000246841.3	ENSG00000126500	ENST00000246841			FLRT1			protein_coding
rep1_peak_5772	chr19	2096052	2096478	+	274	NA	promoter-TSS (ENST00000357066.8)	protein_coding-promoter-TSS (ENST00000357066.8)	5	ENST00000588048.2	ENSG00000172081	ENST00000591638			MOB3A			protein_coding
rep1_peak_12571	chr9	135392490	135392896	+	274	NA	Intergenic	Intergenic	40000	ENST00000656211.1	ENSG00000235572	ENST00000656211			ENSG00000235572			lncRNA
rep1_peak_10243	chr6	30742829	30743146	+	274	NA	promoter-TSS (ENST00000376389.8)	protein_coding-promoter-TSS (ENST00000376389.8)	58	ENST00000607333.2	ENSG00000272273	ENST00000702432			IER3-AS1			lncRNA
rep1_peak_10043	chr5	176448188	176448558	+	268	NA	promoter-TSS (ENST00000261942.7)	protein_coding-promoter-TSS (ENST00000261942.7)	-12	ENST00000261942.7	ENSG00000113194	ENST00000510446			FAF2			protein_coding
rep1_peak_32	GL000220.1	122365	123141	+	268	NA	Intergenic	Intergenic	10728	ENST00000611446.1	ENSG00000274917	ENST00000611446			RNA5-8SN5			rRNA
rep1_peak_12084	chr8	144428319	144428741	+	267	NA	promoter-TSS (ENST00000292510.6)	protein_coding-promoter-TSS (ENST00000292510.6)	13	ENST00000531032.5	ENSG00000160948	ENST00000530790			VPS28			protein_coding
rep1_peak_12584	chr9	136546188	136546446	+	267	NA	promoter-TSS (ENST00000582457.1)	miRNA-promoter-TSS (ENST00000582457.1)	-58	ENST00000582457.1	ENSG00000265181	ENST00000582457			MIR4674			miRNA
rep1_peak_4780	chr16	85465990	85466341	+	266	NA	intron (ENST00000637419.1, intron 2 of 2)	protein_coding-intron (ENST00000637419.1, intron 2 of 2)	-23648	ENST00000620845.1	ENSG00000278716	ENST00000620845			ENSG00000278716			lncRNA
rep1_peak_10298	chr6	36122146	36122578	+	266	NA	Intergenic	Intergenic	-5447	ENST00000476951.5	ENSG00000156711	ENST00000373759			MAPK13			protein_coding
rep1_peak_12432	chr9	113111050	113111656	+	265	NA	promoter-TSS (ENST00000659571.1)	lncRNA-promoter-TSS (ENST00000659571.1)	57	ENST00000659571.1	ENSG00000225684	ENST00000668459			FAM225B			lncRNA
rep1_peak_8321	chr3	9362914	9363292	+	265	NA	promoter-TSS (ENST00000345094.7)	protein_coding-promoter-TSS (ENST00000345094.7)	5	ENST00000515662.6	ENSG00000134077	ENST00000419437			THUMPD3			protein_coding
rep1_peak_988	chr1	150010608	150010921	+	264	NA	promoter-TSS (ENST00000417191.2)	protein_coding-promoter-TSS (ENST00000417191.2)	-38	ENST00000581312.6	ENSG00000264522	ENST00000417191			OTUD7B			protein_coding
rep1_peak_2182	chr11	59810610	59810982	+	264	NA	promoter-TSS (ENST00000300151.5)	protein_coding-promoter-TSS (ENST00000300151.5)	-18	ENST00000300151.5	ENSG00000166902	ENST00000531802			MRPL16			protein_coding
rep1_peak_4297	chr16	10944318	10944687	+	264	NA	promoter-TSS (ENST00000409552.4)	protein_coding-promoter-TSS (ENST00000409552.4)	-37	ENST00000703130.1	ENSG00000038532	ENST00000436973			CLEC16A			protein_coding
rep1_peak_254	chr1	1073503	1074103	+	264	NA	intron (ENST00000453464.3, intron 1 of 1)	protein_coding-intron (ENST00000453464.3, intron 1 of 1)	503	ENST00000453464.3	ENSG00000237330	ENST00000453464			RNF223			protein_coding
rep1_peak_532	chr1	43974701	43974996	+	264	NA	promoter-TSS (ENST00000236067.8)	protein_coding-promoter-TSS (ENST00000236067.8)	-27	ENST00000647729.1	ENSG00000285649	ENST00000647729			ENSG00000285649			lncRNA
rep1_peak_3613	chr14	96263855	96264146	+	262	NA	promoter-TSS (ENST00000557122.1)	protein_coding-promoter-TSS (ENST00000557122.1)	330	ENST00000611804.1	ENSG00000100739	ENST00000611804			BDKRB1			protein_coding
rep1_peak_1237	chr1	205947070	205947334	+	262	NA	Intergenic	Intergenic	-3742	ENST00000367134.2	ENSG00000174502	ENST00000469392			SLC26A9			protein_coding
rep1_peak_2939	chr12	116503240	116503586	+	262	NA	intron (ENST00000659057.1, intron 1 of 2)	lncRNA-intron (ENST00000659057.1, intron 1 of 2)	-14445	ENST00000552992.1	ENSG00000258018	ENST00000659057			LINC02457			lncRNA
rep1_peak_12153	chr9	33234092	33234392	+	262	NA	intron (ENST00000379725.5, intron 2 of 4)	protein_coding-intron (ENST00000379725.5, intron 2 of 4)	-5925	ENST00000379721.4	ENSG00000122711	ENST00000379725			SPINK4			protein_coding
rep1_peak_5009	chr17	19648805	19649206	+	258	NA	promoter-TSS (ENST00000446398.7)	protein_coding-promoter-TSS (ENST00000446398.7)	43	ENST00000446398.7	ENSG00000072210	ENST00000673136			ALDH3A2			protein_coding
rep1_peak_7291	chr20	20441296	20441586	+	256	NA	intron (ENST00000430436.5, intron 31 of 32)	protein_coding-intron (ENST00000202677.12, intron 37 of 39)	71159	ENST00000427175.2	ENSG00000188559	ENST00000424981			RALGAPA2			protein_coding
rep1_peak_1215	chr1	202106329	202106703	+	256	NA	Intergenic	Intergenic	9757	ENST00000416794.1	ENSG00000227109	ENST00000416794			CRIP1P3			processed_pseudogene
rep1_peak_10295	chr6	35728111	35728375	+	254	NA	intron (ENST00000536438.5, intron 1 of 11)	protein_coding-intron (ENST00000536438.5, intron 1 of 11)	340	ENST00000536438.5	ENSG00000096060	ENST00000357266			FKBP5			protein_coding
rep1_peak_12074	chr8	143936469	143936892	+	254	NA	TTS (ENST00000532346.1)	protein_coding-TTS (ENST00000532346.1)	2917	ENST00000345136.8	ENSG00000178209	ENST00000357649			PLEC			protein_coding
rep1_peak_4019	chr15	74546167	74546502	+	252	NA	intron (ENST00000566147.1, intron 1 of 2)	protein_coding-intron (ENST00000346246.10, intron 2 of 8)	1984	ENST00000566147.1	ENSG00000179361	ENST00000566468			ARID3B			protein_coding
rep1_peak_12514	chr9	129488659	129489026	+	252	NA	promoter-TSS (ENST00000419300.3)	lncRNA-promoter-TSS (ENST00000419300.3)	-2	ENST00000659535.1	ENSG00000204054	ENST00000669939			LINC00963			lncRNA
rep1_peak_7941	chr21	41536357	41536681	+	251	NA	Intergenic	Intergenic	-2687	ENST00000384772.1	ENSG00000207503	ENST00000384772			ENSG00000207503			snoRNA
rep1_peak_8159	chr22	28813765	28814154	+	251	NA	promoter-TSS (ENST00000607919.1)	lncRNA-promoter-TSS (ENST00000607919.1)	-955	ENST00000607919.1	ENSG00000272858	ENST00000607919			ENSG00000272858			lncRNA
rep1_peak_679	chr1	108381941	108382695	+	250	NA	intron (ENST00000357046.4, intron 6 of 9)	lncRNA-intron (ENST00000357046.4, intron 6 of 9)	6199	ENST00000545941.2	ENSG00000243967	ENST00000545941			NBPF5P			transcribed_unprocessed_pseudogene
rep1_peak_2153	chr11	47355227	47355565	+	250	NA	exon (ENST00000227163.8, exon 5 of 5)	protein_coding-exon (ENST00000227163.8, exon 5 of 5)	-2694	ENST00000544791.1	ENSG00000134571	ENST00000545968			MYBPC3			protein_coding
rep1_peak_5414	chr17	75784643	75785244	+	249	NA	promoter-TSS (ENST00000579134.1)	miRNA-promoter-TSS (ENST00000579134.1)	81	ENST00000592629.1	ENSG00000132478	ENST00000589790			UNK			protein_coding
rep1_peak_681	chr1	108456660	108457152	+	249	NA	intron (ENST00000531446.2, intron 6 of 13)	protein_coding-intron (ENST00000370040.7, intron 6 of 15)	6563	ENST00000495380.7	ENSG00000186086	ENST00000531446			NBPF6			protein_coding
rep1_peak_56	GL000220.1	155799	156239	+	248	NA	promoter-TSS (ENST00000619779.1)	rRNA-promoter-TSS (ENST00000619779.1)	22	ENST00000619779.1	ENSG00000273730	ENST00000619779			5_8S_rRNA			rRNA
rep1_peak_9674	chr5	56757086	56757355	+	247	NA	Intergenic	Intergenic	-13579	ENST00000438117.2	ENSG00000228650	ENST00000438117			ENSG00000228650			lncRNA
rep1_peak_9694	chr5	67206987	67207313	+	247	NA	Intergenic	Intergenic	-10351	ENST00000256447.5	ENSG00000134061	ENST00000256447			CD180			protein_coding
rep1_peak_536	chr1	44775420	44775846	+	247	NA	promoter-TSS (ENST00000364043.1)	snoRNA-promoter-TSS (ENST00000364043.1)	-3	ENST00000485390.5	ENSG00000142937	ENST00000470475			RPS8			protein_coding
rep1_peak_11654	chr8	27459276	27459615	+	245	NA	TTS (ENST00000346049.10)	protein_coding-TTS (ENST00000346049.10)	5414	ENST00000522245.1	ENSG00000120899	ENST00000522517			PTK2B			protein_coding
rep1_peak_9353	chr4	142474281	142474742	+	245	NA	promoter-TSS (ENST00000507861.5)	protein_coding-promoter-TSS (ENST00000507861.5)	-69	ENST00000692370.1	ENSG00000109452	ENST00000513000			INPP4B			protein_coding
rep1_peak_4835	chr16	88763533	88763906	+	241	NA	intron (ENST00000301015.14, intron 1 of 50)	protein_coding-intron (ENST00000301015.14, intron 1 of 50)	20898	ENST00000567588.1	ENSG00000182376	ENST00000567588			ENSG00000182376			lncRNA
rep1_peak_2732	chr12	53676047	53676504	+	241	NA	promoter-TSS (ENST00000394349.9)	protein_coding-promoter-TSS (ENST00000394349.9)	123	ENST00000549164.5	ENSG00000135390	ENST00000549748			ATP5MC2			protein_coding
rep1_peak_140	KI270733.1	128743	129114	+	240	NA	promoter-TSS (ENST00000616292.1)	rRNA-promoter-TSS (ENST00000616292.1)	51	ENST00000616292.1	ENSG00000276700	ENST00000616292			RNA5-8SN4			rRNA
rep1_peak_6138	chr19	39409528	39409808	+	238	NA	promoter-TSS (ENST00000581459.1)	miRNA-promoter-TSS (ENST00000581459.1)	10	ENST00000581459.1	ENSG00000266559	ENST00000581459			MIR4530			miRNA
rep1_peak_151	KI270733.1	142381	142933	+	237	NA	Intergenic	Intergenic	13780	ENST00000616292.1	ENSG00000276700	ENST00000616292			RNA5-8SN4			rRNA
rep1_peak_11976	chr8	124855341	124855599	+	237	NA	intron (ENST00000666508.1, intron 3 of 4)	lncRNA-intron (ENST00000528090.5, intron 3 of 5)	2046	ENST00000533496.1	ENSG00000255491	ENST00000701454			ENSG00000255491			lncRNA
rep1_peak_5339	chr17	61568655	61569039	+	236	NA	Intergenic	Intergenic	22372	ENST00000521764.3	ENSG00000253506	ENST00000521764			NACA2			protein_coding
rep1_peak_7929	chr21	39313603	39314171	+	234	NA	promoter-TSS (ENST00000333229.6)	protein_coding-promoter-TSS (ENST00000333229.6)	-20	ENST00000603064.3	ENSG00000255568	ENST00000603064			BRWD1-AS2			lncRNA
rep1_peak_1714	chr10	75245436	75245826	+	232	NA	intron (ENST00000666247.1, intron 2 of 3)	lncRNA-intron (ENST00000666247.1, intron 2 of 3)	2063	ENST00000666247.1	ENSG00000226051	ENST00000668415			ZNF503-AS1			lncRNA
rep1_peak_6038	chr19	35757600	35758171	+	232	NA	promoter-TSS (ENST00000004982.6)	protein_coding-promoter-TSS (ENST00000004982.6)	194	ENST00000592984.6	ENSG00000004776	ENST00000004982			HSPB6			protein_coding
rep1_peak_8176	chr22	30408825	30409110	+	232	NA	promoter-TSS (ENST00000439023.3)	protein_coding-promoter-TSS (ENST00000439023.3)	-55	ENST00000483116.5	ENSG00000100003	ENST00000429917			SEC14L2			protein_coding
rep1_peak_12857	chrX	71824925	71825174	+	228	NA	Intergenic	Intergenic	-23726	ENST00000424182.1	ENSG00000229030	ENST00000424182			ENSG00000229030			processed_pseudogene
rep1_peak_4978	chr17	17446267	17446532	+	228	NA	Intergenic	Intergenic	-10028	ENST00000423257.1	ENSG00000230865	ENST00000423257			TSEN15P1			processed_pseudogene
rep1_peak_2881	chr12	103841376	103842174	+	228	NA	promoter-TSS (ENST00000392876.8)	protein_coding-promoter-TSS (ENST00000392876.8)	324	ENST00000551650.1	ENSG00000257327	ENST00000551650			ENSG00000257327			lncRNA
rep1_peak_10861	chr6	170026499	170026866	+	227	NA	Intergenic	Intergenic	-61340	ENST00000654612.1	ENSG00000287823	ENST00000667122			ENSG00000287823			lncRNA
rep1_peak_5327	chr17	60391985	60392560	+	227	NA	promoter-TSS (ENST00000300896.9)	protein_coding-promoter-TSS (ENST00000300896.9)	-42	ENST00000589335.5	ENSG00000170832	ENST00000592339			USP32			protein_coding
rep1_peak_7215	chr2	241093391	241093702	+	226	NA	TTS (ENST00000401626.6)	protein_coding-TTS (ENST00000401626.6)	830	ENST00000449133.1	ENSG00000122085	ENST00000439144			MTERF4			protein_coding
rep1_peak_6094	chr19	36573119	36573463	+	226	NA	promoter-TSS (ENST00000334116.7)	protein_coding-promoter-TSS (ENST00000334116.7)	1	ENST00000591340.6	ENSG00000186020	ENST00000586458			ZNF529			protein_coding
rep1_peak_3435	chr14	53104004	53104236	+	226	NA	promoter-TSS (ENST00000673827.1)	protein_coding-promoter-TSS (ENST00000673827.1)	26	ENST00000673827.1	ENSG00000100523	ENST00000557445			DDHD1			protein_coding
rep1_peak_422	chr1	23452022	23452292	+	225	NA	intron (ENST00000711427.1, intron 4 of 24)	protein_coding-intron (ENST00000336689.8, intron 4 of 24)	-9886	ENST00000475814.5	ENSG00000088280	ENST00000449467			ASAP3			protein_coding
rep1_peak_2321	chr11	71481435	71481829	+	225	NA	TTS (ENST00000527227.1)	protein_coding-TTS (ENST00000527227.1)	821	ENST00000531236.1	ENSG00000172890	ENST00000534634			NADSYN1			protein_coding
rep1_peak_8815	chr3	155854420	155854710	+	225	NA	promoter-TSS (ENST00000359479.7)	protein_coding-promoter-TSS (ENST00000359479.7)	-109	ENST00000644855.1	ENSG00000169359	ENST00000359479			SLC33A1			protein_coding
rep1_peak_5169	chr17	41972972	41973219	+	225	NA	intron (ENST00000592105.1, intron 2 of 2)	protein_coding-intron (ENST00000393888.1, intron 3 of 3)	1486	ENST00000486438.1	ENSG00000173786	ENST00000472031			CNP			protein_coding
rep1_peak_947	chr1	147172406	147172637	+	224	NA	promoter-TSS (ENST00000254101.4)	protein_coding-promoter-TSS (ENST00000254101.4)	29	ENST00000474939.1	ENSG00000131791	ENST00000254101			PRKAB2			protein_coding
rep1_peak_12344	chr9	92152065	92152385	+	224	NA	promoter-TSS (ENST00000434944.1)	lncRNA-promoter-TSS (ENST00000434944.1)	-369	ENST00000434944.1	ENSG00000290644	ENST00000417983			ENSG00000290644			lncRNA
rep1_peak_55	GL000220.1	155414	155604	+	223	NA	promoter-TSS (ENST00000619779.1)	rRNA-promoter-TSS (ENST00000619779.1)	-488	ENST00000619779.1	ENSG00000273730	ENST00000619779			5_8S_rRNA			rRNA
rep1_peak_2820	chr12	82358293	82358626	+	222	NA	promoter-TSS (ENST00000248306.8)	protein_coding-promoter-TSS (ENST00000248306.8)	-50	ENST00000552606.1	ENSG00000133773	ENST00000547758			CCDC59			protein_coding
rep1_peak_8320	chr3	8963307	8963615	+	221	NA	promoter-TSS (ENST00000264926.7)	protein_coding-promoter-TSS (ENST00000264926.7)	9	ENST00000421052.5	ENSG00000070950	ENST00000429790			RAD18			protein_coding
rep1_peak_3588	chr14	93043526	93043806	+	221	NA	intron (ENST00000555495.5, intron 1 of 8)	protein_coding-intron (ENST00000267615.11, intron 3 of 10)	-6692	ENST00000553655.1	ENSG00000100605	ENST00000557309			ITPK1			protein_coding
rep1_peak_7602	chr20	56735298	56735596	+	221	NA	Intergenic	Intergenic	5050	ENST00000458293.2	ENSG00000231604	ENST00000458293			ENSG00000231604			lncRNA
rep1_peak_11581	chr7	159015486	159015878	+	221	NA	intron (ENST00000447563.5, intron 1 of 3)	lncRNA-intron (ENST00000438049.5, intron 1 of 4)	-1726	ENST00000413238.1	ENSG00000231419	ENST00000447563			LINC00689			lncRNA
rep1_peak_7277	chr20	18058842	18059285	+	221	NA	promoter-TSS (ENST00000429853.1)	lncRNA-promoter-TSS (ENST00000429853.1)	-13	ENST00000483661.5	ENSG00000125850	ENST00000486776			OVOL2			protein_coding
